id,app_or_website,customer_collects,customer_segmentation,is_a_repeat_order,lead_time,n_customer_notes,n_items_above_quantity_10,n_listed_addresses,n_listed_payment_methods,n_previous_cancelled_orders,n_previous_completed_orders,n_small_items,payment_type,slot_date,store_number,total_price,status
TID22229,whoosh,0.0,group_4,,10.53020595234661,0.0,0.0,1.0,,0.0,0.0,3.0,debit,2019-05-22 00:00:00,id_96,54.03060159521941,Not_Canceled
TID32790,telephone,0.0,group_1,,-0.6728866335810604,0.0,0.0,1.0,,1.0,7.0,1.0,debit,2018-10-26 00:00:00,id_41,0.0,Not_Canceled
TID35901,website,0.0,group_4,0.0,140.01286929422614,2.0,2.0,1.0,3.0,0.0,0.0,1.0,debit,2019-06-10 00:00:00,id_44,75.02018137628757,Not_Canceled
TID08683,whoosh,0.0,group_1,,1.88140674035141,0.0,0.0,1.0,,0.0,0.0,1.0,debit,2018-10-22 00:00:00,id_21,48.27767928188303,Not_Canceled
TID16166,website,0.0,group_1,0.0,15.917644445382525,1.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2019-03-06 00:00:00,id_23,79.55898362180393,Not_Canceled
TID05305,app,0.0,group_1,0.0,165.01019762706392,0.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2018-09-09 00:00:00,id_88,59.17278265513691,Not_Canceled
TID16885,app,0.0,group_1,0.0,269.4231380888997,0.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2019-03-28 00:00:00,id_35,48.805225020760716,Not_Canceled
TID18951,website,0.0,group_1,0.0,73.93111984406251,0.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2018-09-14 00:00:00,id_4,53.641715183894455,Not_Canceled
TID14865,website,0.0,group_1,0.0,75.50227504377989,1.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-06-03 00:00:00,id_12,47.2355869112871,Not_Canceled
TID24940,whoosh,0.0,group_1,,55.380308359248495,0.0,0.0,1.0,,0.0,5.0,2.0,debit,2019-03-08 00:00:00,id_3,40.784106355353224,Not_Canceled
TID12808,website,0.0,group_1,0.0,64.40230286205774,2.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2018-10-28 00:00:00,id_46,48.383264943270184,Not_Canceled
TID24501,app,0.0,group_1,0.0,192.62331155760847,0.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2019-06-01 00:00:00,id_88,56.61145454534141,Not_Canceled
TID27600,website,1.0,group_1,0.0,6.542386329764914,3.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2018-09-27 00:00:00,id_50,73.69389734560187,Not_Canceled
TID06690,website,0.0,group_1,0.0,-0.20890677671220925,0.0,0.0,2.0,2.0,0.0,0.0,1.0,debit,2019-06-08 00:00:00,id_30,88.22387687576948,Not_Canceled
TID33434,website,0.0,group_1,0.0,209.8916006359491,0.0,1.0,1.0,1.0,0.0,0.0,3.0,credit,2018-09-15 00:00:00,id_30,0.0,Not_Canceled
TID07065,website,0.0,group_1,0.0,172.2118133092918,1.0,2.0,1.0,2.0,0.0,0.0,6.0,debit,2019-06-29 00:00:00,id_13,43.94101920213208,Not_Canceled
TID35559,website,0.0,group_1,0.0,2.5308922709265165,2.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2018-10-14 00:00:00,id_90,59.682804553655814,Not_Canceled
TID16329,website,0.0,group_4,0.0,106.04503169276353,1.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-03-25 00:00:00,id_65,54.52252146250021,Not_Canceled
TID32726,app,0.0,group_1,0.0,70.47021281850634,0.0,0.0,1.0,1.0,0.0,0.0,3.0,debit,2019-05-22 00:00:00,id_68,69.24335323600516,Not_Canceled
TID23832,website,0.0,group_1,0.0,102.1614462454113,1.0,1.0,1.0,2.0,0.0,0.0,4.0,debit,2019-05-16 00:00:00,id_11,69.1687776504707,Not_Canceled
TID20745,website,0.0,group_6,0.0,28.48429356441591,1.0,1.0,3.0,2.0,0.0,0.0,2.0,debit,2018-11-11 00:00:00,id_75,99.87356332650994,Not_Canceled
TID33418,website,0.0,group_4,0.0,6.4481311954829925,0.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2018-10-11 00:00:00,id_20,61.715690302144786,Not_Canceled
TID28854,website,0.0,group_4,0.0,135.45008684890792,0.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2019-04-05 00:00:00,id_67,60.62443140930651,Not_Canceled
TID01476,app,0.0,group_1,0.0,211.8042666225322,1.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2019-04-27 00:00:00,id_99,47.749171619580345,Not_Canceled
TID30491,website,0.0,group_1,0.0,92.0939173628432,1.0,2.0,1.0,2.0,0.0,0.0,3.0,credit,2019-04-01 00:00:00,id_31,57.8483812107359,Not_Canceled
TID07133,app,0.0,group_1,0.0,131.10822872467978,0.0,2.0,1.0,2.0,0.0,0.0,1.0,credit,2018-07-23 00:00:00,id_85,56.354267153453414,Not_Canceled
TID18265,app,0.0,group_1,0.0,32.74822858379994,0.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-02-13 00:00:00,id_93,42.148807068970314,Not_Canceled
TID00895,app,0.0,group_1,0.0,116.06885462137235,0.0,2.0,1.0,1.0,0.0,0.0,1.0,debit,2019-02-05 00:00:00,id_20,46.68921428270478,Not_Canceled
TID08509,app,0.0,group_1,0.0,247.49727599022293,0.0,1.0,1.0,1.0,0.0,0.0,1.0,credit,2019-05-14 00:00:00,id_56,54.03060159521941,Not_Canceled
TID31679,website,0.0,group_4,0.0,62.67367187041263,1.0,1.0,1.0,3.0,0.0,0.0,1.0,debit,2019-03-10 00:00:00,id_56,72.21552848211424,Not_Canceled
TID36253,website,0.0,group_4,0.0,8.950890005576614,0.0,2.0,1.0,2.0,0.0,0.0,6.0,debit,2018-12-24 00:00:00,id_91,38.87597883292989,Not_Canceled
TID35476,website,0.0,group_1,0.0,157.44598165832576,1.0,2.0,1.0,2.0,0.0,0.0,5.0,debit,2019-07-04 00:00:00,id_66,47.98711998974749,Not_Canceled
TID16076,app,0.0,group_1,0.0,54.36487051511054,0.0,0.0,1.0,2.0,0.0,0.0,1.0,credit,2019-03-14 00:00:00,id_26,61.208533283227176,Not_Canceled
TID21111,app,,group_5,0.0,4.832997305911473,0.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2019-01-11 00:00:00,id_30,51.94060386907108,Not_Canceled
TID23778,website,0.0,group_1,0.0,126.56428958006809,1.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2019-04-11 00:00:00,id_73,46.99701053089446,Not_Canceled
TID10300,website,0.0,group_1,0.0,38.199079523962745,0.0,2.0,1.0,1.0,0.0,0.0,2.0,debit,2018-08-12 00:00:00,id_68,51.69012231290039,Not_Canceled
TID16383,app,0.0,group_1,0.0,117.58469773716452,1.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-05-13 00:00:00,id_31,64.24117034196198,Not_Canceled
TID36070,website,0.0,group_1,0.0,64.99278565098115,1.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2018-09-23 00:00:00,id_41,53.615772716600475,Not_Canceled
TID17642,app,0.0,group_1,0.0,15.674666564530211,0.0,2.0,2.0,2.0,0.0,0.0,2.0,debit,2018-11-11 00:00:00,id_87,55.504149461392565,Not_Canceled
TID03379,app,0.0,group_1,0.0,86.63682149409782,0.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-05-19 00:00:00,id_91,49.2002612542528,Not_Canceled
TID12196,website,0.0,group_1,0.0,77.13832276060516,2.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2018-09-07 00:00:00,id_14,39.24789416910328,Not_Canceled
TID01694,website,0.0,group_1,0.0,0.8560782363293634,0.0,1.0,1.0,1.0,0.0,0.0,2.0,debit,2018-08-12 00:00:00,id_55,0.0,Not_Canceled
TID23634,app,0.0,group_1,0.0,146.64066091769664,0.0,2.0,1.0,2.0,0.0,0.0,1.0,credit,2018-08-06 00:00:00,id_10,56.354267153453414,Not_Canceled
TID02514,website,0.0,group_1,0.0,22.83053416868743,2.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2018-09-23 00:00:00,id_49,58.35521226886085,Not_Canceled
TID22591,website,0.0,group_2,0.0,46.878295919881,2.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2018-10-13 00:00:00,id_58,61.969007042412514,Not_Canceled
TID21926,app,0.0,group_1,0.0,75.53598293788866,1.0,1.0,1.0,2.0,0.0,0.0,3.0,debit,2019-05-28 00:00:00,id_98,49.2002612542528,Not_Canceled
TID06030,app,0.0,group_1,0.0,14.107387588656918,0.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2018-09-22 00:00:00,id_52,59.17278265513691,Not_Canceled
TID29681,app,0.0,group_1,0.0,74.39836496112353,0.0,0.0,1.0,2.0,0.0,0.0,2.0,credit,2018-08-26 00:00:00,id_12,59.93754191940122,Not_Canceled
TID27817,whoosh,0.0,group_1,,0.9191294844792096,0.0,0.0,1.0,,0.0,0.0,1.0,debit,2019-01-27 00:00:00,id_97,48.805225020760716,Not_Canceled
TID17961,website,0.0,group_1,0.0,58.06549085278533,1.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-02-19 00:00:00,id_18,47.90782574381023,Not_Canceled
TID07478,app,0.0,group_1,0.0,132.79079942013186,1.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-02-16 00:00:00,id_29,51.07872193174494,Not_Canceled
TID05208,app,0.0,group_4,0.0,2.8795603499912135,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2018-09-22 00:00:00,id_78,51.428988517141185,Not_Canceled
TID20893,website,0.0,group_1,0.0,2.023160718690297,0.0,1.0,1.0,1.0,0.0,0.0,0.0,debit,2019-02-11 00:00:00,id_49,57.12524506439994,Not_Canceled
TID31923,website,0.0,group_1,0.0,79.2076202515732,0.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-01-07 00:00:00,id_86,40.588535117672734,Not_Canceled
TID24861,website,,group_1,0.0,80.85622683920646,3.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2018-12-07 00:00:00,id_73,64.64369102944063,Not_Canceled
TID21287,website,0.0,group_1,0.0,50.5063216717774,2.0,0.0,2.0,2.0,0.0,0.0,3.0,debit,2018-09-28 00:00:00,id_33,65.24668648618487,Not_Canceled
TID34730,website,0.0,group_4,0.0,46.7209463664702,0.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-03-09 00:00:00,id_19,62.323359608868316,Not_Canceled
TID08815,website,0.0,group_1,0.0,137.19773762864222,0.0,1.0,1.0,2.0,0.0,0.0,4.0,debit,2019-06-13 00:00:00,id_22,63.20777188676084,Not_Canceled
TID31561,app,0.0,group_5,0.0,38.95951303041134,0.0,2.0,1.0,2.0,0.0,0.0,1.0,credit,2018-12-17 00:00:00,id_68,66.65006882243009,Not_Canceled
TID02782,website,0.0,group_4,0.0,94.71304478519438,1.0,1.0,1.0,2.0,0.0,0.0,3.0,debit,2019-04-26 00:00:00,id_88,75.46139884259325,Not_Canceled
TID30159,website,0.0,group_4,0.0,85.04292697030098,1.0,1.0,1.0,2.0,0.0,0.0,4.0,debit,2019-06-20 00:00:00,id_22,54.796638767653164,Not_Canceled
TID06782,app,0.0,group_1,0.0,55.16147688006023,0.0,0.0,1.0,2.0,0.0,0.0,1.0,credit,2019-03-14 00:00:00,id_67,61.208533283227176,Not_Canceled
TID05326,app,0.0,group_1,0.0,75.12585925551062,0.0,0.0,1.0,2.0,0.0,0.0,2.0,credit,2018-08-26 00:00:00,id_4,63.73742421442466,Not_Canceled
TID25560,whoosh,0.0,group_1,,7.3946588552515236,0.0,0.0,1.0,,1.0,0.0,1.0,debit,2018-09-29 00:00:00,id_72,40.784106355353224,Not_Canceled
TID13134,website,0.0,group_1,0.0,189.6575299564483,1.0,2.0,1.0,2.0,0.0,0.0,5.0,debit,2018-08-16 00:00:00,id_69,55.83930224958623,Not_Canceled
TID16847,whoosh,0.0,group_1,,11.542034548636877,1.0,0.0,1.0,,0.0,1.0,1.0,debit,2018-11-02 00:00:00,id_94,40.784106355353224,Not_Canceled
TID05158,website,0.0,group_2,0.0,13.35939658971759,0.0,0.0,3.0,0.0,0.0,0.0,3.0,debit,2018-12-29 00:00:00,id_63,47.35215122448118,Not_Canceled
TID27556,app,0.0,group_1,0.0,64.62177606712633,0.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2018-09-09 00:00:00,id_49,59.17278265513691,Not_Canceled
TID30898,app,0.0,group_1,0.0,121.62806344936001,0.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-03-23 00:00:00,id_74,51.428988517141185,Not_Canceled
TID29899,website,0.0,group_4,0.0,50.21032601007311,2.0,0.0,1.0,3.0,0.0,0.0,1.0,debit,2019-07-28 00:00:00,id_44,96.88851087013104,Not_Canceled
TID29134,website,0.0,group_2,0.0,41.63249396838377,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-01-26 00:00:00,id_88,44.7603832329912,Not_Canceled
TID21942,website,0.0,group_1,0.0,12.774033400689369,1.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2018-08-25 00:00:00,id_84,84.87200447381724,Not_Canceled
TID09330,website,,group_1,0.0,98.04961233084765,0.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-04-28 00:00:00,id_92,69.1687776504707,Not_Canceled
TID29848,app,0.0,group_1,0.0,0.9018334245126375,0.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-02-09 00:00:00,id_43,60.192098255848144,Not_Canceled
TID36090,website,0.0,group_1,0.0,192.89120999130424,0.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-05-28 00:00:00,id_13,69.24335323600516,Canceled
TID30043,website,0.0,group_4,0.0,-0.6831389760425364,0.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2018-09-22 00:00:00,id_48,0.0,Not_Canceled
TID05395,app,0.0,group_1,0.0,131.00536151538702,0.0,2.0,1.0,2.0,0.0,0.0,1.0,credit,2018-07-23 00:00:00,id_72,56.354267153453414,Canceled
TID02117,website,0.0,group_1,0.0,159.2892237081055,1.0,2.0,1.0,2.0,0.0,0.0,5.0,debit,2019-06-13 00:00:00,id_67,49.95725595081351,Not_Canceled
TID00750,app,0.0,group_1,0.0,149.90239895951095,0.0,2.0,1.0,2.0,0.0,0.0,1.0,credit,2018-12-10 00:00:00,id_41,59.682804553655814,Not_Canceled
TID32575,website,0.0,group_4,0.0,9.213394349100609,1.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2019-04-17 00:00:00,id_14,83.18773069006639,Not_Canceled
TID24525,telephone,0.0,group_1,,23.653135791081187,0.0,2.0,1.0,,0.0,0.0,2.0,debit,2019-04-15 00:00:00,id_41,0.0,Not_Canceled
TID17870,website,0.0,group_6,0.0,1.244102072480629,2.0,0.0,3.0,2.0,0.0,0.0,1.0,debit,2018-09-01 00:00:00,id_94,114.34757412179303,Not_Canceled
TID10330,website,,group_1,0.0,59.01637651459151,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-05-29 00:00:00,id_69,59.12174009773393,Not_Canceled
TID02149,website,0.0,group_1,0.0,41.20052499460089,1.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-05-27 00:00:00,id_8,63.460079621247466,Not_Canceled
TID06223,website,0.0,group_1,0.0,1.624226515681273,2.0,1.0,1.0,2.0,0.0,0.0,3.0,debit,2018-07-25 00:00:00,id_35,70.23641452071125,Not_Canceled
TID32025,app,0.0,group_1,0.0,62.348355345365185,0.0,0.0,1.0,1.0,0.0,0.0,3.0,debit,2018-12-27 00:00:00,id_37,44.02146061300823,Not_Canceled
TID16872,website,0.0,,0.0,2.913976017074713,0.0,0.0,1.0,3.0,0.0,0.0,2.0,debit,2019-03-15 00:00:00,id_84,100.76099894974145,Not_Canceled
TID08814,website,0.0,group_1,0.0,-0.8076172314442834,1.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2018-07-13 00:00:00,id_15,54.03060159521941,Not_Canceled
TID21169,website,0.0,group_4,0.0,6.598708359031699,1.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-03-15 00:00:00,id_22,67.24999911839538,Not_Canceled
TID32354,website,0.0,group_1,0.0,113.44914686400453,2.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2018-07-04 00:00:00,id_70,46.95457586793554,Not_Canceled
TID19245,website,0.0,group_1,0.0,-0.17796570602813955,0.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2019-02-25 00:00:00,id_24,71.32606871815906,Not_Canceled
TID04709,website,0.0,group_4,0.0,30.11070516703928,1.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2018-09-23 00:00:00,id_40,68.536828443566,Not_Canceled
TID07806,website,1.0,group_4,0.0,97.25395425975863,2.0,2.0,1.0,3.0,0.0,0.0,1.0,debit,2019-07-28 00:00:00,id_16,88.36704471652037,Not_Canceled
TID10348,website,,group_1,0.0,6.432396363526623,1.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-04-23 00:00:00,id_18,70.07272250545536,Not_Canceled
TID19766,app,0.0,group_1,0.0,40.44127938430051,0.0,2.0,1.0,2.0,0.0,0.0,3.0,credit,2019-05-26 00:00:00,id_52,67.00013766493987,Not_Canceled
TID07934,website,0.0,group_1,0.0,0.23436595377405361,2.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2018-08-31 00:00:00,id_39,87.74636768725138,Not_Canceled
TID06193,website,0.0,group_4,0.0,45.706075849149315,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-05-16 00:00:00,id_41,73.39862490610453,Not_Canceled
TID11606,website,0.0,group_1,0.0,90.1083948484836,1.0,0.0,2.0,2.0,0.0,0.0,3.0,debit,2019-06-12 00:00:00,id_8,74.43121211238547,Not_Canceled
TID30707,website,0.0,group_4,0.0,24.583223513906702,2.0,2.0,1.0,3.0,0.0,0.0,2.0,debit,2019-02-03 00:00:00,id_3,62.66726504798456,Not_Canceled
TID35867,app,0.0,group_1,0.0,70.76599593246969,0.0,0.0,1.0,1.0,0.0,0.0,3.0,debit,2019-05-22 00:00:00,id_20,69.24335323600516,Not_Canceled
TID24116,app,,group_1,0.0,210.30286714716607,0.0,1.0,1.0,2.0,0.0,0.0,3.0,debit,2018-09-15 00:00:00,id_24,44.95815453219758,Not_Canceled
TID02649,website,1.0,group_1,0.0,9.10144052222131,1.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-03-16 00:00:00,id_6,71.88466782820207,Not_Canceled
TID06513,website,0.0,group_4,0.0,-0.8044465292548533,1.0,1.0,1.0,1.0,0.0,0.0,1.0,debit,2018-09-26 00:00:00,id_23,53.51198187585364,Not_Canceled
TID25260,app,0.0,group_1,0.0,32.76657722697362,0.0,0.0,1.0,1.0,0.0,0.0,4.0,credit,2018-09-28 00:00:00,id_95,48.335756149979396,Not_Canceled
TID24919,app,0.0,group_1,0.0,132.33533171533287,1.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-04-02 00:00:00,id_46,49.2002612542528,Not_Canceled
TID31088,app,0.0,group_1,0.0,45.70306014319452,2.0,2.0,1.0,2.0,0.0,0.0,4.0,debit,2018-08-19 00:00:00,id_86,54.077236507408394,Not_Canceled
TID32039,whoosh,0.0,group_1,,5.053367098549127,0.0,0.0,1.0,,0.0,0.0,2.0,debit,2019-02-01 00:00:00,id_39,48.805225020760716,Not_Canceled
TID18302,website,0.0,group_1,0.0,65.46207347160997,0.0,2.0,1.0,3.0,0.0,0.0,3.0,debit,2018-12-08 00:00:00,id_94,65.2065159259566,Not_Canceled
TID10340,website,0.0,group_1,0.0,64.74208834271822,0.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-02-11 00:00:00,id_59,50.633776282298214,Not_Canceled
TID34657,website,0.0,group_1,0.0,0.3628579154143656,1.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2018-07-20 00:00:00,id_33,46.95457586793554,Not_Canceled
TID03793,website,0.0,group_4,0.0,2.606270293456012,0.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-06-17 00:00:00,id_15,89.9726335701235,Canceled
TID04670,app,0.0,group_1,0.0,3.3523952915533224,1.0,1.0,1.0,2.0,0.0,0.0,1.0,credit,2019-04-28 00:00:00,id_21,65.24668648618487,Not_Canceled
TID10555,app,0.0,group_1,0.0,102.111615512127,0.0,0.0,1.0,2.0,0.0,0.0,2.0,credit,2018-09-23 00:00:00,id_33,59.93754191940122,Canceled
TID29932,website,0.0,group_1,0.0,116.58457618296039,1.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2019-05-08 00:00:00,id_20,52.82091352013166,Not_Canceled
TID04165,app,0.0,group_1,0.0,0.16164882252389756,0.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-02-03 00:00:00,id_56,43.48472044988809,Not_Canceled
TID17162,whoosh,0.0,group_1,,28.54891823082653,0.0,0.0,1.0,,0.0,0.0,1.0,debit,2019-04-27 00:00:00,id_35,56.61145454534141,Not_Canceled
TID31443,website,0.0,group_1,0.0,5.873580823921462,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-02-28 00:00:00,id_97,75.65735632309772,Not_Canceled
TID10232,app,0.0,group_4,0.0,2.5280896744172314,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2018-09-22 00:00:00,id_77,51.428988517141185,Not_Canceled
TID15262,website,0.0,group_1,0.0,29.220555364176047,1.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2019-04-22 00:00:00,id_91,58.00204451419236,Not_Canceled
TID15555,app,0.0,group_1,0.0,59.240292526418315,1.0,1.0,1.0,3.0,0.0,0.0,3.0,debit,2019-03-12 00:00:00,id_27,61.715690302144786,Not_Canceled
TID32479,website,0.0,group_1,0.0,41.81774688817098,1.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2018-12-24 00:00:00,id_27,48.96330320919239,Not_Canceled
TID01858,website,0.0,group_1,0.0,50.404551044315234,2.0,0.0,1.0,1.0,0.0,0.0,3.0,debit,2018-12-22 00:00:00,id_58,0.9456522571397283,Not_Canceled
TID24471,app,0.0,group_1,0.0,41.82542007991694,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2018-12-08 00:00:00,id_14,68.24789682904115,Not_Canceled
TID21872,website,0.0,group_2,0.0,243.49978953167098,1.0,2.0,1.0,2.0,0.0,0.0,0.0,debit,2019-05-27 00:00:00,id_11,56.90954752495233,Not_Canceled
TID22966,website,0.0,group_1,0.0,11.876188332871786,3.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2018-07-31 00:00:00,id_64,54.03060159521941,Not_Canceled
TID10181,website,0.0,group_1,0.0,116.4507659626566,1.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2018-12-06 00:00:00,id_57,51.69012231290039,Not_Canceled
TID20994,app,0.0,group_1,0.0,15.522980931277246,0.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-04-15 00:00:00,id_12,49.2002612542528,Not_Canceled
TID25368,app,0.0,group_1,0.0,72.04620907273541,0.0,0.0,1.0,1.0,0.0,0.0,3.0,debit,2018-11-01 00:00:00,id_50,42.3161767112108,Not_Canceled
TID13758,website,0.0,group_1,0.0,118.52777687204087,1.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-07-21 00:00:00,id_81,66.39983087718666,Not_Canceled
TID33461,website,0.0,group_1,0.0,9.20330520364171,1.0,6.0,1.0,1.0,0.0,0.0,17.0,debit,2019-01-05 00:00:00,id_42,42.53197534733807,Not_Canceled
TID18932,website,0.0,group_4,0.0,3.699057047873938,1.0,0.0,1.0,2.0,0.0,0.0,1.0,credit,2019-02-10 00:00:00,id_40,86.79003251099022,Not_Canceled
TID26397,website,0.0,group_1,0.0,213.57709201524702,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-05-15 00:00:00,id_92,74.18557739342863,Canceled
TID18726,app,,group_1,0.0,96.68549450314556,0.0,2.0,1.0,2.0,0.0,0.0,1.0,credit,2018-06-18 00:00:00,id_79,56.354267153453414,Not_Canceled
TID12068,whoosh,1.0,group_1,,7.925889764061282,0.0,0.0,1.0,,0.0,0.0,1.0,debit,2019-03-28 00:00:00,id_27,58.150521024306194,Not_Canceled
TID01847,app,0.0,group_4,0.0,23.37744031633186,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2018-09-28 00:00:00,id_73,46.157735510055225,Not_Canceled
TID14961,website,0.0,group_4,0.0,144.27161073118822,2.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-05-23 00:00:00,id_63,79.26749450764945,Not_Canceled
TID34908,website,0.0,group_1,0.0,0.6123648902719715,2.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2018-08-17 00:00:00,id_82,84.87200447381724,Not_Canceled
TID25741,website,0.0,group_1,0.0,14.591214347411562,1.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2018-09-07 00:00:00,id_77,64.49279512184891,Not_Canceled
TID08687,website,0.0,group_4,0.0,11.803578257039396,1.0,2.0,2.0,2.0,0.0,0.0,2.0,debit,2019-05-06 00:00:00,id_48,68.5019682423598,Not_Canceled
TID25506,website,0.0,group_4,0.0,22.699040998809743,1.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2019-03-18 00:00:00,id_22,71.82044139866163,Not_Canceled
TID03216,website,0.0,group_1,0.0,11.776711291901037,2.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2018-08-28 00:00:00,id_68,71.22712525501093,Not_Canceled
TID17595,website,0.0,group_1,0.0,35.78709206681807,2.0,1.0,3.0,1.0,0.0,0.0,0.0,debit,2019-07-02 00:00:00,id_70,89.22523478252273,Not_Canceled
TID05860,website,0.0,group_1,0.0,107.42896196214616,1.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2018-08-17 00:00:00,id_95,53.641715183894455,Not_Canceled
TID07348,app,0.0,group_1,0.0,25.90037297733614,0.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2019-05-17 00:00:00,id_13,69.24335323600516,Not_Canceled
TID25102,website,0.0,group_1,0.0,28.106524135689554,0.0,1.0,1.0,2.0,0.0,0.0,3.0,debit,2019-01-16 00:00:00,id_87,41.326547409276415,Not_Canceled
TID05730,app,0.0,group_1,0.0,1.2300861139857175,0.0,2.0,1.0,1.0,0.0,0.0,1.0,debit,2019-02-05 00:00:00,id_66,38.0534799231996,Canceled
TID30633,website,0.0,group_1,0.0,165.99118202313952,2.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2019-06-28 00:00:00,id_85,58.89195722926426,Not_Canceled
TID19751,website,0.0,group_4,0.0,2.1291670820501065,1.0,2.0,1.0,2.0,0.0,0.0,0.0,credit,2019-07-15 00:00:00,id_60,82.68615831138378,Not_Canceled
TID20913,website,0.0,group_4,0.0,146.35710591659543,1.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-05-04 00:00:00,id_33,68.32264015834012,Not_Canceled
TID32176,app,0.0,group_1,1.0,0.6610614401599757,2.0,0.0,1.0,1.0,0.0,9.0,1.0,debit,2019-04-05 00:00:00,id_1,29.650188926468164,Not_Canceled
TID28631,app,0.0,group_4,0.0,44.19912887256657,0.0,1.0,1.0,2.0,0.0,0.0,1.0,debit,2019-05-26 00:00:00,id_45,57.2792313903951,Not_Canceled
TID35061,app,0.0,group_1,0.0,112.28050144424881,0.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-05-10 00:00:00,id_46,59.17278265513691,Not_Canceled
TID20637,app,0.0,group_1,0.0,150.6669941775038,0.0,0.0,1.0,1.0,0.0,0.0,3.0,debit,2018-12-27 00:00:00,id_20,44.02146061300823,Not_Canceled
